id,object_type,rights_statement,title,handle_link,format,archival_collection,notes,railroad,map_type,creator,publisher,region,waterway,states,regions,counties,cities,extent,display_date,start_date,path,files
KE 012,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Maryland: Physical Land Conditions, Kent County Soil Conservation District",,http://vocab.lib.umd.edu/form#maps,,Includes index,,Soil Map,,United States Department of Agriculture,,,,,Kent County,,40 sheets,1948,1948,maryland-physical-land,
MD 070,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Correlation of Tertiary Sections,,http://vocab.lib.umd.edu/form#maps,,,,Geological Map,,"Maryland. Dept. of Geology, Mines and Water Resources.",,,Maryland,,,,3 sheets,1948,1948,correlation-of-tertiary,
MD 126,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Sample Localities,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A25 no.3.,,Geological maps,,"Maryland. Dept. of Geology, Mines and Water Resources.",,,Maryland,,,,1 sheet,1948,1948,sample-localities,maryland-maps/maps/2008/12/md1261.jpg/md1261_original.jpg
MO 101,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Zoning Plan for Viers Mill Road,,http://vocab.lib.umd.edu/form#maps,,,,Zoning maps,,Maryland-National Capital Park and Planning Commission,,,,,Montgomery County,,1 sheet,1948,1948,zoning-plan-for-viers,
MO 099,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Highway Plan for Viers Mill Road,,http://vocab.lib.umd.edu/form#maps,,,,Transportation maps,,Maryland-National Capital Park and Planning Commission,,,,,Montgomery County,,1 sheet,1948,1948,highway-plan-for-viers,
MO 098,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Zoning Plan, Georgia Avenue",,http://vocab.lib.umd.edu/form#maps,,,,Zoning maps,,Maryland-National Capital Park and Planning Commission,,,,,Montgomery County,,4 sheets,1948,1948,zoning-plan-georgia-avenue,
PRI 005,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Potomac River Flood Profiles and Gauges, Washington D.C. and Vicinity",,http://vocab.lib.umd.edu/form#maps,,,,Flood-prone-area maps,,U.S.Army Corps of Engineers,,Potomac River,,,,,1 sheet,1948,1948,potomac-river-flood-profiles,
PG 007,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Master Plan: parks and parkways for the Maryland-Washington metropolitan and regional districts,,http://vocab.lib.umd.edu/form#maps,,,,Land use maps,,Maryland-National Capital Park and Planning Commission,,,,,Prince George's County,,2 sheets,1948,1948,master-plan-parks-and,
MO 104,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Map of Silver Spring, Takoma Park and Vicinity",,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,Maryland-National Capital Park and Planning Commission,,,,,,Silver Spring,1 sheet,1948,1948,map-of-silver-spring,
SS 002,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Silver Spring Central Business District,,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,Maryland-National Capital Park and Planning Commission,,,,,,Silver Spring,1 sheet,1948,1948,silver-spring-central,
SS 007,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Montgomery Hills, Woodside Area",,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,Maryland-National Capital Park and Planning Commission,,,,,,Silver Spring,1 sheet,1948,1948,montgomery-hills-woodside,
MD/VA 011,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Vertical Distribution Chart of Foraminifera, from the Outcrop of the Aquia Formation at Aquia and Potomac Creeks",,http://vocab.lib.umd.edu/form#maps,,,,Geological maps,,"Maryland Department of Geology, Mines and Water Resources",,,Maryland and Virginia,,,,1 sheet,1948,1948,vertical-distribution,
WH 001,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Zoning Plan for Wheaton, Maryland, 1948",,http://vocab.lib.umd.edu/form#maps,,,,Zoning maps,,Maryland - National Capital Park and Planning Commission,,,,,,Wheaton,1 sheet,1948,1948,zoning-plan-for-wheaton,
WH 002,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Plan of Streets and Highways for Wheaton, Maryland",,http://vocab.lib.umd.edu/form#maps,,,,Transportation maps,,Maryland - National Capital Park and Planning Commission,,,,,,Wheaton,1 sheet,1948,1948,plan-of-streets-and-highways,
AA 023,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of Anne Arundel County Showing Location of Water Wells,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A25 number 26.,,Hydrologic maps,,"Maryland Dept. of Geology, Mines and Water Resources",,,,,Anne Arundel County,,1 sheet,1949,1949,map-of-anne-arundel-county,
AA 025,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of Anne Arundel County Showing By Contours the Approximate Altitude of the Top of the Aquia Formation,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A25 number 5.,,Contours map,,"Maryland Dept. of Geology, Mines and Water Resources",,,,,Anne Arundel County,,1 sheet,1949,1949,map-of-anne-arundel-county007,
AA 024,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of Anne Arundel Co. Showing by Contours the Approximate Altitude of the Top of the Water-bearing Sand in the Magothy Formation,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A25 number 5.,,Contour maps,,"Maryland Dept. of Geology, Mines and Water Resources",,,,,Anne Arundel County,,1 sheet,1949,1949,map-of-anne-arundel-co.,
BC 007,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of Baltimore City Showing Boundaries of Ward & Legislative Districts,,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,Board of Supervisors of Elections,,,,,,Baltimore City,1 sheet,1949,1949,map-of-baltimore-city004,
BC 068,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Guide to Through Highways in the Baltimore Area,,http://vocab.lib.umd.edu/form#maps,,Produced for Sheraton and Belvadere Hotels.,,Transportation maps,,Sheraton Hotel,,,,,,Baltimore City,1 sheet,1949~,1949 (circa),guide-to-through-highways,
BET 004,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Map of Bethesda-Chevy Chase and Vicinity, Montgomery County, Maryland, 1949",,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,Maryland-National Capital Park and Planning Commission,,,,,,Bethesda,1 sheet,1949,1949,map-of-bethesda-chevy,
BET 002,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Master Plans: Bethesda Central Business District, Streets, and Highways",,http://vocab.lib.umd.edu/form#maps,,,,Transportation maps,,Maryland-National Capital Park and Planning Commission,,,,,,Bethesda,2 sheets,1949,1949,master-plans-bethesda,
CV 002,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Map of Calvert County Showing Topography and Election Districts, 1949-1965",,http://vocab.lib.umd.edu/form#maps,,"3 maps: 1949, 1953, 1965.",,Topographic maps,,"Maryland. Dept. of Geology, Mines and Water Resources",,,,,Calvert County,,3 sheets,1949/1965,1949,map-of-calvert-county004,
CV 026,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Topographic Map of Calvert County,,http://vocab.lib.umd.edu/form#maps,,"Map include years 1949, 1979, and 1980.",,Topographic maps,,Maryland Geological Survey,,,,,Calvert County,,1 sheet,1949/1980,1949,topographic-map-of-calvert,
MD/DE 022,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of the Del-mar-va Peninsula,,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,Dansbury Hll Maps,,,Maryland and Delaware,,,,1 sheet,1949,1949,map-of-the-del-mar-va,
FR 003,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of Frederick County Showing Topography and Election Districts,,http://vocab.lib.umd.edu/form#maps,,1949 and 1953 editions,,Topographic Map,,"Maryland Department of Geology, Mines and Water Resources",,,,,Frederick County,,2 sheets,1949/1953,1949,map-of-frederick-county002,
FR 044,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Map of Frederick County, Showing the Topography and Election Districts",,http://vocab.lib.umd.edu/form#maps,,,,Topographic Map,,"State of Maryland Department of Geology, Mines and Water Resources",,,,,Frederick County,,1 sheet,1949/1958,1949,map-of-frederick-county002,
HO 002,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of Howard County Showing Topography and election districts.,,http://vocab.lib.umd.edu/form#maps,,The second copy is a revised edition from 1954.,,Topographic map,,"Maryland. Dept. of Geology, Mines and Water Resources.",,,,,Howard County,,1 sheet,1949,1949,map-of-howard-county-showing003,
MO 103,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Map of Kensington, Wheaton and Vicinity, Montgomery County",,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,Maryland-National Capital Park and Planning Commission,,,,,,Kensington,1 sheet,1949,1949,map-of-kensington-wheaton,
LAU 007,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Laurel Quadrangle,,http://vocab.lib.umd.edu/form#maps,,,,Topographic maps,,Geologic Survey (U.S.),,,,,,Laurel,1 sheet,1949,1949,laurel-quadrangle,
MD 050,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Shore Erosion in Tidewater Maryland,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: MD QE121.A25 no.6; Plates 7-10 and 19-20 are missing.,,Geological Map,,Maryland Dept. of Geology Mines and Water Resources,,,Maryland,,,,28 sheets,1949,1949,shore-erosion-in-tidewater,
MD 079,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Geology and Structure of Sugarloaf Mountain Area, Maryland",,http://vocab.lib.umd.edu/form#maps,,"From: Bulletin of the Geologic Society of America, v. 62, pl. 1.",,Geological Map,,"Scotford, D.M.",,,Maryland,,,,1 sheet,1949,1949,geology-and-structure,maryland-maps/maps/2008/12/md079.jpg/md079_original.jpg
MO 005,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,General Work Plan for the Maryland-Washington Metropolitan District in Montgomery County and Prince George's County,,http://vocab.lib.umd.edu/form#maps,,,,Land use maps,,Maryland-National Capital Park and Planning Commission,,,,,Montgomery County,,1 sheet,1949,1949,general-work-plan-for,
MO 077,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Proposed Zoning Plan MacArthur Boulevard,,http://vocab.lib.umd.edu/form#maps,,Includes: District of Columbia line to Cropley.,,Zoning maps,,Maryland-National Capital Park and Planning Commission,,,,,Montgomery County,,1 sheet,1949,1949,proposed-zoning-plan-macarthur,
PG 002,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of Maryland-Washington Metropolitan District,,http://vocab.lib.umd.edu/form#maps,,"Map shows political subdivisions, including election districts and incorporated areas.",,Regional maps,,Maryland-National Capital Park and Planning Commission,,,,,Prince George's County,,1 sheet,1949,1949,map-of-maryland-washington,
SM 004,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of St. Mary's County Showing the Topography,,http://vocab.lib.umd.edu/form#maps,,Copy 2 was revised in 1952. Copy 3 was revised in 1959. The full title of the maps is: Map of St. Mary's County Showing the Topography and Election Districts.,,Topographic maps,,"Maryland Department of Geology, Mines and Water Resources",,,,,St. Mary's County,,3 sheets,1949/1959,1949,map-of-st.-mary39s004,
WI 003,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of Wicomico County Showing the Topography and Election Districts(2),,http://vocab.lib.umd.edu/form#maps,,Three maps.,,Regional maps,,"Maryland Department of Geology, Mines and Water Resources",,,,,Wicomico County,,1 sheet,"[1949, 1953, 1960]","1949, 1953, 1960",map-of-wicomico-county004,
WO 001,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"General Highway Map, Worcester County, Maryland",,http://vocab.lib.umd.edu/form#maps,,"Includes: 1949, 1955, 1963, 1966-1968, 1972, 1978, 1982, and 1989.",,Transportation maps,,"Department of Transportation, Maryland State Roads Commission",,,,,Worcester County,,0 sheets,1949/1989,1949,general-highway-map-worcester,
MD 177,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Friendship International Airport and Expressways Connecting Baltimore, Washington, and Annapolis",,http://vocab.lib.umd.edu/form#maps,,,,Transportation maps,,Edward A. Luzzie Co.,,,Maryland,,,,1 sheet,1950,1950,friendship-international,
Al 036,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Oldtown Quadrangle,,http://vocab.lib.umd.edu/form#maps,,"Includes portion of Hampshire County, West Virginia.",,Topographic maps,,U.S. Geological Survey,,,,,Allegany County,,1 sheet,"[1950, 1998]","1950, 1998",oldtown-quadrangle,
AL 044,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Artemas Quadrangle,,http://vocab.lib.umd.edu/form#maps,,"Includes portion of Bedford County, Pennsylvania.",,Topographic maps,,U.S. Geological Survey,,,,,Allegany County,,1 sheet,"[1950, 1974]","1950, 1974",artemas-quadrangle,
AN 021,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"City of Annapolis, Maryland, Including Annexed Areas",,http://vocab.lib.umd.edu/form#maps,,Shows present and proposed wards.,,Regional maps,,,,,,,,Annapolis,1 sheet,1950,1950,city-of-annapolis-maryland,
BA 055,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Baltimore, Maryland and Adjacent Area Tracts",,http://vocab.lib.umd.edu/form#maps,,Architectural drawings.,,Thematic map,,,,,,,Baltimore County,,2 sheets,1950,1950,baltimore-maryland-and,
CR 004,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of Carroll County Showing Topography and Election Districts,,http://vocab.lib.umd.edu/form#maps,,,,Topographic Map,,"Maryland Dept. of Geology, Mines, and Water Resources",,,,,Carroll County,,1 sheet,1950,1950,map-of-carroll-county005,
CE 037,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Map of Cecil County, Topography and Elections Districts",,http://vocab.lib.umd.edu/form#maps,,,,Topographic maps,,"State of Maryland Department of Geology, Mines and Water Resources",,,,,Cecil County,,1 sheet,1950,1950,map-of-cecil-county-topography,
CH 002,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of Charles County Showing Topography and Election Districts,,http://vocab.lib.umd.edu/form#maps,,Copy two is a revised edition from 1953.,,Topographic maps,,"Maryland Dept. of Geology, Mines and Water Resources",,,,,Charles County,,1 sheet,1950/1953,1950,map-of-charles-county003,
CB 009,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Chesapeake Bay and Ocean City, Maryland: Salt Water Fishing Map",,http://vocab.lib.umd.edu/form#maps,,,,Navigation Charts,,Maryland State Planning Commission,,Chesapeake Bay,,,,,1 sheet,1950,1950,chesapeake-bay-and-ocean,
CP 015,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,College Park/Hyattsville Maryland,,http://vocab.lib.umd.edu/form#maps,,,,Thematic maps,,Maryland Book Exchange,,,,,,College Park,1 sheet,1950,1950,college-parkhyattsville,
CP 010,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Plat of Survey, Parts of Lots 16 & 17 West Side of Third Street",,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,"Cockey, Vinton D",,,,,,College Park,1 sheet,1950,1950,plat-of-survey-parts,
DC 040,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Washington, Past and Present",,http://vocab.lib.umd.edu/form#maps,,,,Thematic Map,,National Capital Park and Planning Commission (US).,,,District of Columbia,,,,2 sheets,1950,1950,washington-past-and-present,
DC 014,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,District of Columbia Census Tracts.,,http://vocab.lib.umd.edu/form#maps,,,,Census Map,,United States. Dept. of Research and Statistics.,,,District of Columbia,,,,2 sheets,1950,1950,district-of-columbia-census,
DC 003,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Street Map of Washington, D.C. and Suburban Maryland.",,http://vocab.lib.umd.edu/form#maps,,"1950, 1969, 1976-77 editions.",,Transporation Map,,American Automobile Association.,,,District of Columbia,,,,3 sheets,1950/1976,1950,street-map-of-washington,
GA 013,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Geologic Map of the Castleman Basin, Garrett County, Maryland",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A25 number 9.,,Geological maps,,"Maryland Department of Geology, Mines and Water Resources",,,,,Garrett County,,1 sheet,1950,1950,geologic-map-of-the-castleman,
GRE 001,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Greenbelt, Maryland: A Map Prepared by the Greenbelt Nursery School",,http://vocab.lib.umd.edu/form#maps,,,,Regional Map,,"Granahan, L.",,,,,,Greenbelt,2 sheets,1950,1950,greenbelt-maryland,
HO 023,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Minor Tributary of the Triadelphia Reservoir watershed: Frederick, Howard, and Montgomery counties, Maryland",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland S624.U5.,,Hydrologic maps,,U.S. Dept. of Agriculture.,,,,,Howard County,,3 sheets,1950,1950,minor-tributary-of-the,
MD 016,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Principal Cities of Maryland, Showing the State Highway System",,http://vocab.lib.umd.edu/form#maps,,,,Transportation Map,,Maryland State Roads Commission,,,Maryland,,,,1 sheet,1950,1950,principal-cities-of-maryland,
